Temperatura,Presion
187.45071229516847,47.88120158988649
177.92603548243224,47.732929458080726
189.7153280715104,41.02178413684992
202.8454478461204,48.349549041492814
176.48769937914997,53.66414540910873
176.48794564576227,43.628839404616016
203.68819223261087,55.24241325525296
191.5115209372936,52.43887410542169
172.95788421097572,46.32883339014481
188.13840065378943,49.292351813310766
173.04873460781303,57.99160903820517
173.01405369644615,53.667739067529325
183.62943407349047,50.043918274490736
151.30079633013304,48.81158341519508
171.5656870613854,47.44118221028848
164.80753319498365,39.476252471404926
184.7137099889291,60.210889552673656
166.37963886718182,50.776624995997
158.81544447997064,51.99073632561269
201.9847315338233,49.71046125061546
181.0129230703189,49.070377595256154
158.62877720679813,42.003026189028446
171.83425913212227,61.38543249026653
181.663838845648,43.827440007888015
162.73509633866547,44.84016858076409
185.63547027518507,47.798703978068
170.99041965121793,56.44037862426189
175.62459375310084,50.07254499631327
170.97440081655904,43.819321019847685
207.7841727676341,56.27169180378669
179.797541628931,53.65500313392741
164.1343360656615,52.692174786082255
192.33817368154783,53.5786712058542
161.68734525043467,61.97180950291225
183.1329539250713,60.92547447518056
150.60494814180336,46.56642328498352
160.0772092665235,58.11942496405576
182.95291853803684,51.9158409487945
191.07699869993115,52.495479080688746
182.5705242178496,41.53864584178336
178.26527576417635,49.14807117305902
175.48344456616067,45.935882048317175
157.82217014448858,54.14029407446655
169.20233687407935,55.355402502014016
173.0904184356032,39.62756824491844
195.85683339328372,49.88982567997865
185.1542743435269,55.60930752397127
153.554397669559,49.06660518843277
184.86125954092196,53.64531822501183
174.22376579375526,51.75582733813542
169.8461699954106,51.70830115976313
189.17514433261303,48.64342510965852
195.46499283743927,43.917095979321445
193.96920178674296,44.39234926287486
167.4117371516604,53.54676257227658
175.36181436223177,50.097291277594415
184.96895147105343,49.30743877696388
194.63317690683536,47.88054978838824
172.81238643232064,48.47405577259624
177.2151153500427,55.23455897244069
163.40497538990957,48.32377959065986
162.05690063878993,43.29467643349216
192.18788733591296,53.71825887770087
200.34360042856235,48.97561668067642
178.919848176295,50.15697932766388
195.05299346838035,58.03789153199755
185.42454037571449,49.897197213247466
170.32320368092314,51.44591836559363
185.4209340826262,44.10538254350837
203.07054849698957,48.9016527382452
179.46260941335072,53.047630226043005
203.46965483721007,42.22313133079379
140.70382343865384,51.00422546557855
192.32853756562835,50.50395536322402
181.30570602357253,50.2064372779372
175.514889743012,55.185794493291205
181.37641164803247,51.67219257424261
150.18646628098662,57.39035949178223
176.70492168243732,45.03205242202982
185.3566885726762,50.67962283609174
202.16841067112273,50.42233393194974
172.22594672589528,44.6537275312246
167.8725959566022,54.78147501045673
172.47364434623196,61.62336652926409
193.73103176553107,49.914969627580845
184.93126664489523,52.52510544136884
172.05359694349443,50.42259237907663
187.69901149670036,46.43207665046412
181.4561632402206,40.89619861098992
194.5296748579933,46.471132584523176
169.46920359183972,43.04020809524133
175.0850678010335,58.52051039029559
174.11837770301764,49.424451530383806
158.0472757780182,48.27040335476415
184.44180415596864,54.44576912393903
183.91582908269837,44.39124448572056
180.07670184963692,46.165679809977235
176.4811929993728,50.340361346243114
158.7694388692438,55.1438449571174
173.69032015851963,52.508425225843936
174.85928225209847,51.241625712579406
167.96584096167572,50.39058867618008
177.58071432500986,52.001179277633874
186.0607628522181,51.00826452564628
208.29278851815795,44.85013862611533
182.6186671924776,50.23039610816576
183.86325586084143,44.631556705411235
178.8833112635075,50.40541271450412
151.21843177051437,47.59676029255879
179.60229186826174,62.696908113914304
180.90345314911536,49.80052808124144
216.9486316872793,42.978802168692056
177.11458552828316,49.329098946615375
184.52321013500415,52.59679372818944
179.47932345442135,58.36681973076261
162.46982943570703,47.052738000306405
197.1423422177253,42.08786012988181
191.2789954903016,54.0841850571549
191.86547920564567,43.09700647050175
166.3591881780789,47.819222792462575
201.04191466404149,48.71189757244503
158.9722340581158,49.651832733499454
188.80285640700404,53.44582228537168
212.8568343871497,46.58182858856806
165.14195512303968,48.631353739166194
171.50553405595844,49.92864823525306
181.4947704763146,50.74798978759394
172.44786518825703,50.48913587353962
156.740048534008,52.18002887611289
181.0284446220904,54.21919754820868
164.06544429410843,51.96317057825484
187.10388645952767,52.267927617546086
203.24901607526309,50.2511384958284
168.25120061495645,52.39753774000804
175.16907725691487,53.64470597285225
192.20275826054504,46.538246128831034
161.53703525349067,46.70480362555678
183.41189901906196,47.12949662358201
199.6071413142364,52.68206949945672
155.88775148158155,55.16940527462104
182.76950787798452,47.962699463542
183.8982419137264,54.53981156813524
191.72734307665965,50.61739904582297
161.44573933682875,49.37857111418782
160.19315080373585,48.94307885091016
187.82912348425347,53.733056823010784
184.45477009849776,51.62788908393535
183.7573927551881,61.37912713823818
185.19672314245463,45.738876785013375
169.79962917632264,52.59050851014988
183.48380545741503,47.35399495094244
184.3960870994802,45.65356506505678
169.28472872960447,49.94566431482514
207.98661766717132,50.68676239703518
187.1074938136768,64.59086777530047
162.13044754196028,49.07927092158399
189.84830412950743,44.34910635257658
165.37977494659015,51.36505358747193
191.8062690561368,39.62679981226816
197.37893368511104,49.540216086978674
167.68976522472434,50.0801264114758
194.45064193866483,53.97300191472605
186.19171390404748,54.86811124713923
192.33090239991736,47.48215190546141
208.4518947398092,49.246929926850335
176.31917825995694,46.16939584694664
168.69395753463766,44.35968722596153
167.7628457255184,43.632072257017
178.84347435878843,47.92686549714068
185.11727962224967,45.024130200503805
184.15036198995028,52.7484159314513
192.4077487355404,59.00715049633244
180.1950283781686,43.49206008598333
201.80301115735972,40.73490758551216
176.03014750143066,49.37556557324967
220.8025374988443,50.0784889797888
189.38501021647508,51.093296533786486
167.14263665375577,47.76839742382828
163.9366125290833,48.99680350587284
187.23708622864777,51.83755205270301
176.64805822011223,55.2021544632242
190.71000741138135,40.22475614840858
187.0985643686032,48.15530280484269
178.9075663101469,51.06904396970532
167.29809422897392,45.41011947694632
157.27729162971204,58.6558481588365
173.30227571899468,46.82295059885632
192.84598191485208,49.793536564963595
183.21140616195305,52.780110484211455
161.31391831932018,47.04357605599053
182.59771388776767,40.76713476097791
185.77976069593257,47.85672736541733
166.742138456983,55.1472027796352
182.30587658918287,48.315524366074314
180.87313077669,45.767828492705114
162.85544553254064,54.62836104751361
185.36681040522424,48.34612551988474
188.41176789552352,47.44919593174891
196.24576864762915,50.747280448316545
195.80703078052355,53.85375104809393
159.33495948064365,61.908567658662726
165.93262440127316,54.136180538287114
187.7255290081299,55.79919983194172
187.70678926368316,47.470169005060725
187.7257152945907,44.87065947015262
237.7909723598208,50.311656748095615
188.56335766039751,50.535849576297984
197.03348460270897,44.60743629317702
194.31002645239803,49.123527350479925
189.77086876958697,51.99658800859565
175.2709613303948,51.8019669750904
191.38453830739897,52.52143926692136
168.40762178193643,51.45482365068722
176.44772089889983,47.46495670364972
172.71954678256344,47.430496866755774
181.22811209079484,44.00524301003062
214.71987850010265,58.92387519592548
151.99102211112378,50.06725182309646
190.2939028556177,48.875734721025744
155.8092619321552,45.3560395927377
172.9210220131585,64.6782895116389
196.3342589545105,44.633359838885525
180.96420028643195,47.85576037196963
163.8338283310604,52.07918418143029
169.2704443611005,53.00106482872138
190.1939662340201,54.789660276078415
169.04450052424295,59.03804253884631
183.24687884372963,52.53078827730357
180.6835775985572,44.719846000166655
170.22599478591275,48.715274374391086
212.1591613398799,51.53916186256942
149.6228612001359,43.010972607878514
182.7968147215414,56.01288252612613
170.07320302847418,50.89957184773208
192.78650002194337,54.1891526761474
168.11218892350948,49.490026416820335
178.27895337799652,45.78783684936837
187.57480918470685,53.754363897006655
192.9863279125518,53.2721551355281
161.99555389416335,54.86028482869861
174.98248146238575,49.933476823106815
172.87582033258565,47.00088988340075
170.20006151139432,42.20606502488079
206.48181360421643,54.096866340697034
186.07472566441436,52.11944741221993
161.08674068497433,45.17108683568021
193.76792920582164,47.30713163351688
211.8323429551895,47.6662059402428
195.4869789082672,42.58507784008791
157.2094505106898,45.911588016974335
172.7364889070062,44.33084821596823
199.00366723779933,47.93760494056032
169.38495801571827,46.30651250835218
186.65729142219345,41.86497539566626
191.61951080144004,60.11295115284741
166.09604292632875,56.26270365514616
179.107119659073,46.10490289240007
131.38098989896392,51.36210698326805
164.63418537998564,52.08732544910647
176.2114777291026,55.955429273867374
161.28325227052727,45.906974866699606
204.48616955897447,55.46053391991213
158.54787933059052,47.26047347896532
173.39933269954523,43.32068797915693
181.96110865929137,53.62068279657249
201.6190993359917,56.45379212061214
158.4620677323084,62.939544867653424
197.4474562823244,44.00137367454893
180.1534959152938,53.494598425403936
165.2773702342807,47.95099378103234
186.93155211394904,53.91679355262016
182.98589543360205,42.647552243843755
170.99674684261808,43.68615112150719
181.04703127485027,46.12062588416758
174.2202960470736,50.394820228340414
181.70276017876873,46.79459366730823
189.9319601178157,53.2952717195671
203.7902522421803,55.13447309128957
161.43276751759723,52.99788770622678
211.995500619844,58.093938198304336
150.71868300716247,52.07913314727672
177.72322357446626,43.915516448299165
188.82475809726864,56.8168825676917
184.21487801602547,46.974218821970005
170.6595072026911,54.55209249842785
176.87816624464088,57.868671082775535
172.6049859801175,52.283440053651994
171.1595286458368,42.51920593417675
192.74403145531537,45.408939167451045
185.35523228947568,56.613722334425674
169.60635607109015,49.15438657178592
193.49399813149876,50.39786767471083
184.60949281314916,53.79412208081805
192.1929317825844,53.48161431040162
189.44443262885417,51.393999061927296
167.56507483616892,48.95665814389767
171.59728439704543,48.43665777133821
191.20940407684887,54.28949412645672
189.155553981502,52.76784765533897
179.68647609053778,48.71349999691105
181.75991074963167,55.4105615649657
199.16497343682636,49.35482942435108
171.12642916746256,45.741689128328034
188.20646071755053,46.20514650548328
176.9671102134916,45.106295818451166
176.73478195159169,48.63794991698156
196.48165277980783,56.16862139168096
192.38124523482043,45.974524094847446
192.2026445400096,50.94237880509051
199.5821821073149,46.716553271862935
180.31505762449137,48.69845479364281
190.22929456942447,42.44979394007374
175.34599865109817,48.897308854217314
184.86249528732665,49.03147310097519
178.04785418448472,52.70143972017848
181.4549394748908,51.116404566276856
188.92735538155367,44.008039375239775
167.7266897514979,55.42099122021772
211.38580913528193,51.05151520110998
164.90973927750443,50.99196758588743
161.787170808184,49.95408823307431
197.37166310250103,47.4112127638889
191.87494040944404,51.08901169874363
189.36179725578236,52.377942179642915
189.4251826389642,41.26552154327223
179.81629840729627,47.306195813269525
166.54118442771252,48.72526514798205
181.13706837290593,51.28085302847139
169.84257432731832,55.96655502963562
194.62679600126623,46.14129592701609
177.7941392774679,47.51019076591079
167.61754204811234,47.43732944676725
175.1792123752051,45.992362049477286
186.19397181413436,48.26406752443869
171.54413170794038,53.85401109993985
167.6666940665035,44.73082252317828
183.65530817237868,52.13907197576452
172.39585236943304,47.19331001778897
172.93442541572517,48.35255349891007
183.48074906036453,58.37429836457032
158.27873487754013,48.62598847623656
158.88804338435168,38.99378263274541
169.22333668121345,40.00555546569375
184.66361348397007,53.06885427894954
202.1303432542433,51.87727928813626
192.86489434803033,50.83785052900495
177.6009220505486,55.811297987528334
179.71475688145966,47.30204389631434
164.96205953043287,54.474552780134125
179.72230296011415,41.83992557486791
175.67012041619793,45.47526083530967
184.84077840507132,40.96479302534092
167.59153584671515,48.62577349665104
187.7901977136176,49.76869391366829
202.99108369503864,50.5705074611326
178.36859777314714,50.30941676443568
186.0256758314841,45.36223334594136
190.35215987566673,49.04879577793392
173.98169292171247,42.51276665697126
183.36138722715623,56.81614487566125
180.1888860117269,48.48186963551
181.46514147823248,47.55556940478154
168.404853242168,57.944701642220416
180.36765261388413,43.788767332253855
201.7671541169256,44.518898375657166
212.29773686267333,52.158158148187994
168.48978655667926,53.69837734058917
193.08480955081015,62.85997658747485
182.75013008607527,38.75283772899618
212.8470439982651,53.043677945622086
167.8755257196727,47.21434713713885
167.40417236728837,47.067924255556136
171.00911031833968,46.90113935873061
148.1415641353529,45.45615164596013
172.1136746747886,58.42262417301725
168.6130100766945,54.21148663506951
182.25590679714313,50.11597989278688
185.1263396366574,56.755078762435005
208.1425625882383,42.437355173505615
194.2563575727908,43.34647434334537
171.34644516506395,39.11016133902656
166.52377992977463,46.502927299383565
187.3787875725976,50.80849263352376
160.19650189469036,50.514292889661675
207.47188148781527,50.7467095552994
197.6916018108193,42.944715844669595
172.96236521842943,54.01577371307011
154.30298206363685,51.19813759119499
200.3080856124812,53.66527140733
178.2819023212107,40.53618911204975
198.5672446796019,51.557454293988954
156.08358511808447,44.06117380041236
171.00937465569342,48.013383737243196
180.07865549577275,52.67182449318192
180.70470890647113,50.455468031279565
173.2490179278113,45.7423001011034
189.34274898521247,50.031365780922094
163.98569355926108,42.342323423781785
177.8643077246806,55.75133697949148
181.80443447567848,48.973579902518736
187.71658251088124,55.59274972127663
190.67422317133332,47.367341564519776
163.13036862243197,47.382120057967086
156.98828743896567,46.17906606681077
199.16515232847763,54.38086965846538
184.98471017969388,46.452844213357615
168.77270195165167,53.222977162075885
203.26727963283784,48.08773801165354
181.7351195143929,40.1201835005419
197.68945776095737,47.148429661067674
181.0127772211516,44.10445892818576
210.9112188732298,50.16951361841168
206.33011263664807,44.04796132162755
176.2655377728139,54.62987550357308
194.5735642643153,49.54462069823487
189.6806392437772,49.1120200262063
200.52947336298524,53.27946068893792
165.52614809129844,54.81953467037931
190.29077189997656,49.89950624115174
195.8763673027438,46.143998502253545
153.6189077036533,41.13015191943936
162.2511223100134,46.569751214824095
149.41151733359848,46.91393876676018
175.95889748333164,50.53528726496148
190.76313383693943,48.27426559430987
202.5353557814404,53.43966486025714
181.11142170629665,46.93508364364655
204.42923318356935,49.714794165735285
159.2984781267766,55.91993721598445
154.44926340967268,51.70912606977483
179.1667845165507,49.69981229155717
185.7609817340896,46.990277790324114
179.5095787785886,46.833843016425114
148.98836849940184,45.746933735240255
178.66319940730818,47.294965671085514
160.4329574924272,53.778329193721575
190.04508823245055,48.89055864353865
185.49897369145276,43.25113465309384
165.90180320508966,58.84084646529892
172.29199623994958,51.599825955725805
164.11179717166573,42.96528299743415
179.0598135409024,47.79075536379588
194.32713480751855,50.554431914142086
187.5606977327677,44.45943770870565
172.04613572441335,54.88020359677974
168.10690751606484,56.99743213486172
178.39454460068163,46.85672847462715
164.47136516370935,48.612431905698834
171.69526041979228,44.818453763131146
162.03183161116726,48.98269429459848
209.47087699374583,49.81705012828535
180.52895327957592,53.298249990411854
169.5041173801112,55.45091735510224
183.2096986610133,46.25951967689176
178.31507925463757,40.16337467887002
176.68545600700165,49.89377610361879
189.21250050065137,51.4676876498432
191.3626156507096,51.24708843842521
172.04248278584208,48.36663376245478
171.3627263903298,50.62376049831967
175.87422454272533,57.57722404176124
145.4711825289662,51.908670844812555
157.2721340670217,48.133157874984576
200.50311401166783,47.499010914520014
204.67451570251924,49.150738211611355
176.2644594066543,58.1836998091532
188.64835444583647,49.083496452369005
184.66875231815305,49.90102827739646
226.18321212682852,47.588432145318485
196.79362367151865,55.494916787209824
178.08123612778851,59.79918627372338
165.6668933909936,52.25306524715693
155.9033051961364,50.41386451892713
183.05195453800837,50.183914165871165
168.65473882073545,38.07846605607127
158.66619435603488,53.72575432142408
170.3014067363621,50.67083207997921
163.77677994578409,52.14171025330362
205.30712452608847,46.44268902958147
193.22459635424173,48.07771560511454
179.8804103802507,47.944875317484126
202.1991620833504,55.1081149203652
181.16052461471423,48.106200816984526
167.08073698007604,60.41330161054898
202.8468611590449,52.154312095075184
188.08365065526988,43.62158670002134
164.44130768510314,49.35726853374022
177.14491982874588,46.74162438921792
166.86572619922865,39.02808765089988
159.25800403553495,57.997354700568955
193.8926632129746,53.515712711100015
208.64124960705195,52.66603658949656
159.0214863927129,50.82701830149852
188.44453855035857,43.08991215653781
170.2403614631726,47.581914302222806
172.69311924352957,54.208903873920065
171.11409113641696,44.74389985108748
167.04013845480276,37.341153418745925
180.7278244191724,48.86446996109537
167.53574825383444,49.29121222986231
184.0568523866976,50.677817082073545
179.24642835826293,53.64259321757268
176.41577929700387,53.18802906115605
166.38654506937604,51.29384902621961
171.348430041475,55.97765694043354
191.33086838738635,42.405151095933434
187.51375781436568,52.52290907238695
165.3366713280217,53.13269181668471
181.4899845814384,43.8021885695988
191.27080685057683,42.485646956588056
154.95892078317942,46.27028936762199
188.15040288569904,46.69229278742353
170.06064361581227,53.76709731751215
188.55898002889737,46.92730608154453
168.55111265186224,45.71825740859398
152.9267684900322,46.94183131652721
155.58686343175256,55.59316167077105
180.72127419992077,50.06521687188476
183.89583752582223,49.10374487321544
166.43525062343383,49.449972506494746
189.57888688166057,56.46030167163261
155.0771990659656,46.25414136698378
179.00880302029023,56.57754145470052
161.83475700356314,51.05248149460752
170.2224583829676,49.19790309012326
180.71098006974617,62.50450248967141
167.0937995207407,44.721802551007016
174.2316668365526,48.231571202164965
195.0943921382166,43.83784380418
171.34662195715276,54.76230985268084
192.53538168097717,58.44594466825839
163.0543971801357,58.3496139070232
187.94706266872925,56.119743765730014
201.62352930986847,49.01189766102017
142.92533249809065,48.17379511255077
168.04657116794283,41.64415113752968
188.65608190770809,60.17936767590896
176.9543192093551,52.344890390742336
185.56718810056964,47.54021547565259
170.94022219926268,56.64028444493484
181.29884681209353,45.1361774162
197.51673092489713,49.13685432854582
183.8163126495182,53.1933856994015
185.06403993112804,49.68213230406939
173.821845508163,42.74536054444388
